0.273243963,0.495047813,0.475559606,0.545257567,0.427416361,0.35669078,0.432170779,0.543835713,0.542745029
0.737935611,0.492550665,0.455121805,0.404177151,0.491168005,0.562679061,0.666622127,0.712995199,0.597020644
0.818409016,0.608283699,0.739198532,0.599384071,0.507907099,0.544636888,0.516491853,0.486883405,0.524193426
0.786183559,0.614762585,0.697472713,0.624953879,0.669883583,0.549069621,0.512961546,0.587040991,0.560025049
0.74270778,0.581888895,0.758088023,0.805816881,0.797403697,0.668743206,0.596973011,0.604125683,0.589350775
0.673736945,0.664047973,0.461040594,0.643527217,0.559355909,0.603550787,0.474600571,0.515144295,0.592494047
0.234139129,0.433509573,0.389196023,0.396922914,0.376855127,0.338121189,0.323390232,0.218747429,0.234478853
0.459978999,0.689463498,0.518085098,0.645868613,0.631314046,0.612277539,0.542117333,0.618559627,0.62642064
0.142165362,0.398004077,0.577713353,0.677326565,0.657887982,0.704751059,0.714003927,0.632787734,0.620172439
0.224104852,0.388410658,0.605588407,0.448994518,0.474502337,0.600510763,0.537915806,0.573915541,0.662923365
0.357757317,0.385201967,0.247612817,0.448815815,0.536416777,0.524446051,0.547415012,0.580073963,0.630116768
0.561848912,0.690776587,0.749678957,0.815276317,0.782839529,0.579156215,0.559860262,0.450542197,0.45005711
0.045434978,0.451176195,0.481840445,0.451862255,0.494538831,0.397413211,0.358599702,0.36539923,0.290659802
0.3811683,0.358233962,0.476590174,0.373300707,0.438426626,0.493797336,0.445974295,0.398402239,0.458471125
0.011970576,0.41785924,0.346452473,0.418140222,0.554794008,0.424076499,0.424544976,0.480309806,0.531568783
0.026212968,0.387170212,0.484173901,0.505669881,0.592526267,0.622394575,0.570209217,0.681923336,0.539414835
0.722423069,0.252098044,0.481393391,0.389416267,0.328294237,0.293853631,0.341831522,0.266059508,0.310013342
0.698927393,0.345072505,0.217672323,0.399522914,0.355048337,0.232514667,0.311941023,0.272957721,0.308879433
0.659445686,0.283400417,0.477860111,0.395333289,0.352392488,0.421570572,0.309121922,0.267427343,0.295209991
0.504880953,0.29857431,0.449011621,0.460274944,0.370748117,0.256363344,0.327082029,0.375582271,0.328383614
0.355054566,0.358027482,0.353539151,0.420267446,0.522508937,0.378774818,0.430813147,0.354217084,0.409818828
0.299579358,0.065486734,0.354668817,0.268989529,0.330484479,0.307002088,0.336185259,0.32629011,0.312039981
0.597491314,0.637572765,0.651690617,0.637176605,0.447246357,0.465493714,0.516188076,0.581013534,0.576427682
0.583629129,0.632368553,0.515402233,0.523389716,0.542326751,0.531193572,0.557931776,0.613101247,0.712135281
0.02849362,0.462043487,0.543604502,0.622681689,0.663321518,0.431041308,0.5626338,0.521035682,0.474827711
0.239345963,0.591860948,0.663922909,0.584969513,0.533717468,0.500686295,0.42188674,0.455888239,0.366083685
0.285784131,0.600169376,0.685068795,0.466434891,0.462018142,0.537019567,0.586226312,0.518537857,0.430106029
0.02795958,0.533660932,0.536921522,0.570389797,0.495984876,0.41206441,0.475306159,0.42785317,0.456148174
0.560759046,0.562329994,0.533997855,0.526180906,0.417715073,0.485730486,0.382923706,0.485799418,0.491937534
0.073834663,0.415068366,0.395559699,0.334697619,0.421234096,0.304176089,0.326677836,0.26803612,0.334670656
0.638322188,0.733852381,0.691794075,0.640217033,0.671651843,0.663663088,0.612866139,0.618977121,0.663272583
0.408161787,0.182529673,0.556871998,0.394098398,0.379942315,0.450560119,0.51664336,0.55192639,0.507862513
0.726661421,0.481253359,0.500251747,0.553614394,0.471307294,0.527051706,0.474110157,0.523926462,0.596678582
0.607087666,0.705970592,0.516860966,0.639477229,0.635041537,0.572898312,0.57522913,0.582198615,0.543798808
0.106394494,0.478805642,0.539363413,0.574694342,0.659211972,0.674519898,0.691329919,0.567724181,0.623394184
0.722908924,0.74905473,0.81910412,0.736396354,0.747008822,0.778306665,0.711930638,0.795223607,0.77952049
0.604748423,0.48612497,0.474030319,0.485004017,0.489963244,0.425508732,0.479737378,0.510015604,0.445504696
0.20775897,0.481639591,0.367625517,0.46587933,0.346089724,0.441795682,0.351972551,0.395899089,0.424007679
0.478346601,0.52305536,0.566218307,0.646081857,0.489463466,0.429756816,0.487294702,0.42085183,0.363785676
0.723460583,0.466398736,0.137566118,0.277315527,0.409623478,0.297735808,0.177442813,0.245797246,0.297053894
0.779712567,0.510136761,0.602204518,0.582506967,0.365896144,0.374676898,0.407242322,0.468147817,0.559290844
0.734214111,0.67685465,0.706571551,0.540043211,0.54995274,0.514007122,0.501556028,0.466963206,0.537187449
0.757703289,0.658928745,0.691776675,0.528405845,0.572821144,0.612063434,0.662595727,0.600288328,0.471364342
0.225885747,0.401344757,0.586408375,0.589975796,0.488137705,0.517674768,0.414055026,0.443828993,0.450517364
