0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.867363305283916,0.6483058042132195,0.6302975944543913,0.5696246396030429,0.561358564370593,0.5696175576461548,0.46060259959605065,0.445537953061094,0.44374295940015984,0.2732439628972604,0.4950478126247478,0.47555960568264466,0.545257566715742,0.4274163611290161,0.35669077959073,0.4321707786177173,0.5438357125318023,0.5427450291808118
0.761056609567581,0.6559870600787093,0.6545266654088002,0.666691422631296,0.5974218503444835,0.5034761949717643,0.4935470215297693,0.4616853676073389,0.4600339726472381,0.7379356110038601,0.4925506652334691,0.4551218048153485,0.40417715070595045,0.49116800540457195,0.5626790607112725,0.6666221272052211,0.712995198849429,0.5970206435494059
0.7945725093605382,0.7188128463853213,0.6912459792269579,0.6646641776227447,0.6597994437160047,0.5797858877876175,0.5765556897472894,0.5774580425484094,0.57317217679051,0.8184090157425055,0.6082836992897652,0.7391985322101636,0.599384070579424,0.5079070988935519,0.5446368881538202,0.5164918531906999,0.4868834050512087,0.5241934258274761
0.7491995204155514,0.7329920266218473,0.672504141562085,0.6573783082979127,0.5960116060973909,0.5992994086265797,0.5995394944719862,0.5093019969582414,0.5260872380375142,0.7861835591813608,0.6147625853591173,0.6974727129950862,0.6249538787668258,0.669883583103871,0.5490696206508813,0.5129615455616402,0.5870409907213059,0.5600250490288339
0.7938883404737631,0.7676009156741069,0.6770611562156355,0.7026432382884186,0.5802082936427089,0.580199066425688,0.5810310372069641,0.582425488177288,0.5458391207719099,0.7427077799727254,0.5818888947239782,0.7580880225194611,0.8058168813262837,0.797403697264194,0.6687432059317903,0.5969730114529537,0.6041256834012262,0.5893507748495217
0.8032010042066803,0.766481228782026,0.7571364764392782,0.5659991395769299,0.5647511128780561,0.5587722752154167,0.5564342824226611,0.5285124294202292,0.521298781188941,0.673736945320259,0.6640479732267087,0.4610405939869799,0.6435272173091894,0.55935590867209,0.6035507866751753,0.47460057099400027,0.515144295345531,0.5924940472123555
0.8884084153332106,0.6616944881477751,0.6360727552642295,0.6293706489279794,0.610355516238536,0.6263455083744406,0.5923873267592267,0.5742751876822826,0.5729594175573259,0.23413912902016726,0.4335095731629474,0.3891960228468546,0.39692291389820056,0.3768551274120524,0.33812118907889693,0.32339023176429194,0.21874742886397,0.23447885340030714
0.9020804937398573,0.7293769638311102,0.7045118303996689,0.555528259609086,0.5617353716361133,0.5335100947862915,0.5341636738415368,0.4386140232089296,0.45274870521017785,0.4599789986937634,0.6894634984172973,0.5180850980613794,0.6458686129833715,0.6313140456982391,0.6122775389606488,0.5421173333684675,0.6185596269481553,0.6264206404147888
0.9538579061729208,0.8464761813983378,0.6401468670785273,0.6253700250821577,0.5597787098143349,0.5627137043605859,0.5017221899001256,0.4991717503060902,0.5134303661985825,0.14216536243494715,0.3980040773540665,0.5777133527189569,0.6773265650854304,0.6578879820352671,0.7047510588167855,0.7140039266467787,0.6327877344512701,0.6201724389866314
0.9756344082408248,0.861707710575489,0.6497973529057798,0.6486664819188367,0.6463361819332832,0.5557235967767561,0.5819654705936474,0.5147436896754652,0.5143966216893442,0.22410485201893263,0.3884106581322106,0.6055884071098555,0.448994518242482,0.47450233675226644,0.600510763445796,0.5379158060405044,0.573915540637493,0.6629233646260018
0.9783841468085933,0.903607733066492,0.8716469851903846,0.7173884656557907,0.6221920573564464,0.5913255077092194,0.5880844381354425,0.5498771981690603,0.5133180904617916,0.3577573165852663,0.3852019668566631,0.24761281715730327,0.4488158147724004,0.536416776555981,0.5244460507332278,0.5474150116710006,0.5800739633817432,0.6301167681997558
0.7542993332605996,0.5898820106252217,0.4967941537286481,0.45413238202265716,0.44964788501543596,0.4460200168766614,0.4677867898169943,0.4732951478254555,0.4729422221929412,0.5618489115618489,0.6907765874934856,0.7496789571564005,0.8152763169263769,0.7828395285373451,0.579156214750984,0.5598602616440072,0.4505421969890283,0.45005710998011317
0.898709606679669,0.6139823397389745,0.5344973337839191,0.5233482889441324,0.46652770284905604,0.43485208610220744,0.43186030506388573,0.4331837366731954,0.3952194373162739,0.04543497788725706,0.4511761947983431,0.48184044509814106,0.4518622550588006,0.49453883126243486,0.3974132109853993,0.35859970181379663,0.3653992302348008,0.29065980239192507
0.9077294640458652,0.8285178231601724,0.6671792308265762,0.6634257780097147,0.5039563302712663,0.5074514659265902,0.5258626076838698,0.5209749270980045,0.46276038042308965,0.38116829971999494,0.35823396188408224,0.4765901738592876,0.37330070669767673,0.43842662578848984,0.4937973362115902,0.44597429502769775,0.3984022391732871,0.45847112549921665
0.9794723833768139,0.9002543676880376,0.7589028952598779,0.7424820420102523,0.6867043635963966,0.6834496998184427,0.571362294675136,0.5666554907849121,0.5210646144712049,0.011970576118782592,0.417859240370609,0.34645247297038634,0.4181402222426853,0.5547940078238418,0.4240764991329385,0.4245449763689902,0.4803098064040958,0.5315687832942585
0.9611494316256182,0.8617692030979374,0.7483633770742572,0.7490222032891107,0.6986892602761092,0.6624750543232235,0.6709180470169099,0.5705559986817196,0.5734548566004557,0.02621296814737557,0.3871702121698424,0.4841739013174835,0.5056698808786304,0.5925262669043093,0.6223945754061212,0.5702092172539341,0.6819233361747503,0.539414834717061
0.9407449652982571,0.9374000715765067,0.7967191679303969,0.7971649118199363,0.7871564500929862,0.7689601231019376,0.6544174179058558,0.667576734413786,0.5804907282965588,0.7224230687566111,0.25209804432194194,0.48139339127283487,0.3894162670927536,0.3282942369199095,0.29385363080804305,0.3418315222130126,0.266059508246159,0.3100133422099578
0.9494555675498487,0.9456977940535314,0.9336507114548833,0.8020867926691381,0.7926962187060506,0.7934057634055436,0.6785617654740201,0.6490991185664869,0.6109803261831444,0.6989273933791497,0.345072504795926,0.21767232277949103,0.39952291375068827,0.3550483367534652,0.23251466702922177,0.31194102253740735,0.2729577206830261,0.3088794334056366
0.9481063556953904,0.9431891624573935,0.7927698038591581,0.7923291775832506,0.7826871462688509,0.6859091790025531,0.6866498426837233,0.6477641000347859,0.6126683135536911,0.6594456856181852,0.28340041740121075,0.47786011119516214,0.3953332885836012,0.3523924880622684,0.42157057150308136,0.3091219221877137,0.2674273426914835,0.29520999110781365
0.9682416353425769,0.9486211746609884,0.92520702221958,0.8127148352337267,0.7978272891593603,0.7989813735031891,0.6160326287046467,0.5975823504541716,0.5974174108980992,0.5048809534854193,0.2985743098489963,0.44901162058189614,0.46027494358324894,0.3707481172077187,0.2563633439225582,0.3270820292757305,0.3755822705473756,0.32838361378649233
0.9774446840073747,0.9473274429856604,0.9002971438526779,0.8306529037132294,0.7128023809384575,0.7692739563855199,0.6270195574365408,0.6273298264123714,0.6298602358835529,0.3550545657074544,0.35802748243965926,0.35353915057801566,0.4202674455986071,0.5225089366411143,0.3787748178647658,0.43081314713108954,0.3542170841705669,0.4098188284727186
0.8849075310750462,0.8236687606013235,0.5565135090659143,0.5249408664913253,0.4827140376323292,0.47438248000088723,0.4800000416547358,0.4358850871867151,0.3710847788186544,0.2995793581251991,0.06548673446137997,0.3546688173358235,0.26898952871128756,0.33048447946661824,0.30700208834517084,0.3361852594893331,0.3262901100078988,0.312039981472526
0.7222267206718959,0.6200133223310047,0.5558076036113494,0.5333404064164083,0.5316129164304585,0.5296086331179692,0.47567654553280914,0.45041709862948914,0.47020219467682906,0.5974913138924759,0.6375727653992488,0.6516906169387287,0.6371766046038956,0.44724635738286384,0.46549371364113634,0.5161880764305584,0.5810135339553488,0.5764276816014279
0.6807849953230911,0.5968860072112863,0.5782249381716503,0.539525663288249,0.5474697753958984,0.5610781521638676,0.5546688038213825,0.47345755313680254,0.4319947804431954,0.5836291292019453,0.6323685534136859,0.5154022326392316,0.5233897160647516,0.542326751105858,0.5311935719353366,0.5579317764565639,0.6131012469425132,0.7121352805626893
